	time	open	high	low	close	volume
0	2012-06-22	3.11				0
1	2012-06-25	3.11	0.0	0.0	0.0	0
2	2012-06-26	3.11	0.0	0.0	0.0	0
3	2012-06-27	3.11	0.0	0.0	0.0	0
4	2012-06-28	3.11	0.0	0.0	0.0	0
5	2012-06-29	3.11	0.0	0.0	0.0	0
6	2012-07-02	3.11	0.0	0.0	0.0	0
7	2012-07-03	3.11	0.0	0.0	0.0	0
8	2012-07-04	3.11	0.0	0.0	0.0	0
9	2012-07-05	3.11	0.0	0.0	0.0	0
10	2012-07-06	3.11	0.0	0.0	0.0	0
11	2012-07-09	3.11	0.0	0.0	0.0	0
12	2012-07-10	3.11	0.0	0.0	0.0	0
13	2012-07-11	3.11	0.0	0.0	0.0	0
14	2012-07-12	3.11	0.0	0.0	0.0	0
15	2012-07-13	3.11	0.0	0.0	0.0	0
16	2012-07-16	3.11	0.0	0.0	0.0	0
17	2012-07-17	3.11	0.0	0.0	0.0	0
18	2012-07-18	3.11	0.0	0.0	0.0	0
19	2012-07-19	3.11	0.0	0.0	0.0	0
20	2012-07-20	3.11	0.0	0.0	0.0	0
21	2012-07-23	3.11	0.0	0.0	0.0	0
22	2012-07-24	3.11	0.0	0.0	0.0	0
23	2012-07-25	3.11	0.0	0.0	0.0	0
24	2012-07-26	3.11	0.0	0.0	0.0	0
25	2012-07-27	3.11	0.0	0.0	0.0	0
26	2012-07-30	3.11	0.0	0.0	0.0	0
27	2012-07-31	3.11	0.0	0.0	0.0	0
28	2012-08-01	3.11	0.0	0.0	0.0	0
29	2012-08-02	3.11	0.0	0.0	0.0	0
30	2012-08-03	3.11	0.0	0.0	0.0	0
31	2012-08-06	3.11	0.0	0.0	0.0	0
32	2012-08-07	3.11	0.0	0.0	0.0	0
33	2012-08-08	3.11	0.0	0.0	0.0	0
34	2012-08-09	3.11	0.0	0.0	0.0	0
35	2012-08-10	3.11	0.0	0.0	0.0	0
36	2012-08-13	3.11	0.0	0.0	0.0	0
37	2012-08-14	3.11	0.0	0.0	0.0	0
38	2012-08-15	3.11	0.0	0.0	0.0	0
39	2012-08-16	3.11	0.0	0.0	0.0	0
40	2012-08-17	3.11	0.0	0.0	0.0	0
41	2012-08-20	3.11	0.0	0.0	0.0	0
42	2012-08-21	3.11	0.0	0.0	0.0	0
43	2012-08-22	3.11	0.0	0.0	0.0	0
44	2012-08-23	3.11	0.0	0.0	0.0	0
45	2012-08-24	3.11	0.0	0.0	0.0	0
46	2012-08-27	3.11	0.0	0.0	0.0	0
47	2012-08-28	3.11	0.0	0.0	0.0	0
48	2012-08-29	3.11	0.0	0.0	0.0	0
49	2012-08-30	3.11	0.0	0.0	0.0	0
50	2012-08-31	3.11	0.0	0.0	0.0	0
51	2012-09-04	3.11	0.0	0.0	0.0	0
52	2012-09-05	3.11	0.0	0.0	0.0	0
53	2012-09-06	3.11	0.0	0.0	0.0	0
54	2012-09-07	3.11	0.0	0.0	0.0	0
55	2012-09-10	3.11	0.0	0.0	0.0	0
56	2012-09-11	3.11	0.0	0.0	0.0	0
57	2012-09-12	3.11	0.0	0.0	0.0	0
58	2012-09-13	3.11	0.0	0.0	0.0	0
59	2012-09-14	3.11	0.0	0.0	0.0	0
60	2012-09-17	3.11	0.0	0.0	0.0	0
61	2012-09-18	3.11	0.0	0.0	0.0	0
62	2012-09-19	3.11	0.0	0.0	0.0	0
63	2012-09-20	3.11	0.0	0.0	0.0	0
64	2012-09-21	3.11	0.0	0.0	0.0	0
65	2012-09-24	3.11	0.0	0.0	0.0	0
66	2012-09-25	3.11	0.0	0.0	0.0	0
67	2012-09-26	3.11	0.0	0.0	0.0	0
68	2012-09-27	3.11	0.0	0.0	0.0	0
69	2012-09-28	3.11	0.0	0.0	0.0	0
70	2012-10-01	3.11	0.0	0.0	0.0	0
71	2012-10-02	3.11	0.0	0.0	0.0	0
72	2012-10-03	3.11	0.0	0.0	0.0	0
73	2012-10-04	3.11	0.0	0.0	0.0	0
74	2012-10-05	3.11	0.0	0.0	0.0	0
