	time	open	high	low	close	volume
0	2015-09-14	11.63	0.0	0.0	0.0	0
1	2015-09-15	11.63	0.0	0.0	0.0	0
2	2015-09-16	11.63	0.0	0.0	0.0	0
3	2015-09-17	11.63	0.0	0.0	0.0	0
4	2015-09-18	11.63	0.0	0.0	0.0	0
5	2015-09-21	11.63	0.0	0.0	0.0	0
6	2015-09-22	11.63	0.0	0.0	0.0	0
7	2015-09-23	11.63	0.0	0.0	0.0	0
8	2015-09-24	11.63	0.0	0.0	0.0	0
9	2015-09-25	11.63	0.0	0.0	0.0	0
10	2015-09-28	11.63	0.0	0.0	0.0	0
11	2015-09-29	11.63	0.0	0.0	0.0	0
12	2015-09-30	11.63	0.0	0.0	0.0	0
13	2015-10-01	11.63	0.0	0.0	0.0	0
14	2015-10-02	11.63	0.0	0.0	0.0	0
15	2015-10-05	11.63	0.0	0.0	0.0	0
16	2015-10-06	11.63	0.0	0.0	0.0	0
17	2015-10-07	11.63	0.0	0.0	0.0	0
18	2015-10-08	11.63	0.0	0.0	0.0	0
19	2015-10-09	11.63	0.0	0.0	0.0	0
20	2015-10-12	11.63	0.0	0.0	0.0	0
21	2015-10-13	11.63	0.0	0.0	0.0	0
22	2015-10-14	11.63	0.0	0.0	0.0	0
23	2015-10-15	11.63	0.0	0.0	0.0	0
24	2015-10-16	9.71	0.0	0.0	0.0	0
25	2015-10-19	9.71	0.0	0.0	0.0	0
26	2015-10-20	9.71	0.0	0.0	0.0	0
27	2015-10-21	9.71	0.0	0.0	0.0	0
28	2015-10-22	9.71	0.0	0.0	0.0	0
29	2015-10-23	9.71	0.0	0.0	0.0	0
30	2015-10-26	9.71	0.0	0.0	0.0	0
31	2015-10-27	9.71	0.0	0.0	0.0	0
32	2015-10-28	9.71	0.0	0.0	0.0	0
33	2015-10-29	9.71	0.0	0.0	0.0	0
34	2015-10-30	9.71	0.0	0.0	0.0	0
35	2015-11-02	9.71	0.0	0.0	0.0	0
36	2015-11-03	9.71	0.0	0.0	0.0	0
37	2015-11-04	9.71	0.0	0.0	0.0	0
38	2015-11-05	9.71	0.0	0.0	0.0	0
39	2015-11-06	9.71	0.0	0.0	0.0	0
40	2015-11-09	9.71	0.0	0.0	0.0	0
41	2015-11-10	9.71	0.0	0.0	0.0	0
42	2015-11-11	9.71	0.0	0.0	0.0	0
43	2015-11-12	9.71	0.0	0.0	0.0	0
44	2015-11-13	9.71	0.0	0.0	0.0	0
45	2015-11-16	9.71	0.0	0.0	0.0	0
46	2015-11-17	9.71	0.0	0.0	0.0	0
47	2015-11-18	9.71	0.0	0.0	0.0	0
48	2015-11-19	9.71	0.0	0.0	0.0	0
49	2015-11-20	9.71	0.0	0.0	0.0	0
50	2015-11-23	9.71	0.0	0.0	0.0	0
51	2015-11-24	9.71	0.0	0.0	0.0	0
52	2015-11-25	9.71	0.0	0.0	0.0	0
53	2015-11-26	9.71	0.0	0.0	0.0	0
54	2015-11-27	9.71	0.0	0.0	0.0	0
55	2015-11-30	9.71	0.0	0.0	0.0	0
56	2015-12-01	13.38	13.38	13.38	13.38	500
57	2015-12-02	15.35	15.35	15.35	15.35	500
58	2015-12-03	17.45	17.45	17.45	17.45	500
59	2015-12-04	17.45	17.45	17.45	17.45	0
60	2015-12-07	17.45	17.45	17.45	17.45	0
61	2015-12-08	17.45	17.45	17.45	17.45	0
62	2015-12-09	17.45	17.45	17.45	17.45	0
63	2015-12-10	20.07	20.07	20.07	20.07	500
64	2015-12-11	20.07	20.07	20.07	20.07	0
65	2015-12-14	18.03	18.03	18.03	18.03	5000
66	2015-12-15	18.03	18.03	18.03	18.03	0
67	2015-12-16	18.03	18.03	18.03	18.03	0
68	2015-12-17	18.03	18.03	18.03	18.03	0
69	2015-12-18	18.03	18.03	18.03	18.03	0
